id;mark;
A26050;SCAR, KNEE, RIGHT - 2 1/2 \" SC L ARM 1 1/2\";
A26050;DISCOLORATION. LEG, RIGHT - THGH-LARGE BIRTHMARK;
A26050;PIERCED EARS - 2 EA /NM BOTH HANDS;
A50005;NONE RECORDED;
A50013;TATTOO, ARM, LEFT UPPER - BULLDOG;
A50013;TATTOO, CHEST - HORSES HEAD (RIGHT SIDE);
A50013;TATTOO, ARM, RIGHT UPPER - HEART/SWORD;
A50013;TATTOO, CHEST - ARIES/2 ROSES (LEFT SIDE);
A50013;TATTOO, ARM, RIGHT - GIRLS NUDE BODY;
A50089;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A50119;SCAR, EYEBROW, RIGHT (EYE AREA - SCAR EYEBROW, RIGHT;
A50119;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A50119;SCAR, HAND, RIGHT - SCAR HAND, RIGHT;
A50173;TATTOO, ARM, RIGHT UPPER - J.R. SUNFLOWER;
A50173;TATTOO, FOREARM, LEFT - LOVE MOM;
A50173;TATTOO, ARM, LEFT UPPER - HEART W/JR;
A50191;TATTOO, ARM, RIGHT UPPER - FLOWER;
A50191;TATTOO, ARM, LEFT UPPER - CROSS;
A50191;TATTOO, CHEST - DAGGER W/FLOWERS;
A50191;SCAR, FINGER(S), LEFT HAND - TIP OF L THUMB MISSING;
A50191;TATTOO, BACK - DOG, HYDRANT;
A50207;TATTOO, ARM, RIGHT UPPER - MARINE CORP ENSIGNA/\"1060396\";
A50229;SCAR, WRIST, LEFT - SCAR WRIST, LEFT;
A50273;TATTOO, CHEST - JORGE/FORKS/DRAGON;
A50273;TATTOO, BACK - 2-REAPERS;
A50273;TATTOO, HAND, LEFT - DEAF(R EYE TEAR DROP);
A50321;TATTOO, ARM, LEFT - 5 PT. STAR;
A50321;TATTOO, ARM, LEFT - \"SANDRA\" W/CRESCENT MOON;
A50321;TATTOO, CHEST - 5 PT STAR,CRESCENT MOON ON CHEST;
A50324;SCAR, FACE, NONSPECIFIC - SCAR FACE (LEFT SIDE);
A50324;SCAR, CHEST - SCAR CHEST (BOTH SIDES OF CHEST);
A50330;TATTOO, FOREARM, RIGHT - HAT AND CANE, TVL;
A50330;TATTOO, CHEST - \"VENITA\" HEART;
A50330;SCAR, ABDOMEN - APPROX 3\" LONG;
A50330;TATTOO, FOREARM, LEFT - HAT AND CANE, TVL;
A50367;TATTOO, CHEST - TATTOO CHEST;
A50367;TATTOO, HAND, LEFT - TATTOO HAND, LEFT;
A50367;TATTOO, ARM, LEFT - TATTOO ARM, LEFT;
A50367;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A50446;TATTOO, ARM, RIGHT - 6 PTD STAR,LOVE MOM,SHINE FORKS;
A50446;SCAR, SHOULDER, RIGHT -;
A50446;SCAR, FOREHEAD -;
A50517;SCAR, ELBOW, RIGHT -;
A50517;TATTOO, ARM, RIGHT - RH;
A50517;TATTOO, ARM, LEFT - BG;
A50517;SCAR, ABDOMEN -;
A50585;SCAR, ABDOMEN - SCAR ON ABDOMEN;
A50585;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A50669;TATTOO, CHEEK (FACE), LEFT - HEART;
A50669;TATTOO, ARM, RIGHT UPPER - CROWN;
A50669;SCAR, WRIST, LEFT - W/N-B-S, 2 SCARS/BACK;
A50669;SCAR, ABDOMEN - SURGERY SCAR;
A50676;SCAR, ABDOMEN - SURG SCAR RIGHT ABDOMEN;
A50692;GLASSES (PRESCRIPTION) -;
A50692;SCAR, FINGER(S), RIGHT HAND - APPROX 1/2\";
A50692;TATTOO, ARM, RIGHT - HEART/RIBBON;
A50716;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A50716;SCAR, CHEST - SCAR CHEST;
A50716;TATTOO, CHEST - STRAWBERRY,LR;
A50716;SCAR, BACK - SCAR BACK;
A50716;SCAR, FOREHEAD - SCAR FOREHEAD;
A50773;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A50779;TATTOO, HAND, LEFT - $ IN WEB;
A50779;TATTOO, ARM, RIGHT - DOC ICE, MAN'S FACE W/HAT;
A50779;TATTOO, CHEST - ROSES, DOC ICE, CRESCENT MOON;
A50779;TATTOO, ARM, LEFT - ROSE, RIBBON, NORMA J. ON BICEP;
A50844;SCAR, ABDOMEN - SCAR ON ABDOMEN;
A50844;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A50844;GLASSES (PRESCRIPTION) -;
A50947;SCAR, FOREARM, RIGHT -;
A50947;TATTOO, ARM, RIGHT UPPER - HEART,\"VIRGO\",PLAYING CARDS;
A50947;TATTOO, CHEST - HEART , \"SWEET LOVE\";
A50947;SCAR, NECK -;
A50947;GLASSES (PRESCRIPTION) -;
A50955;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A50955;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A50993;SCAR, ARM, RIGHT - SCAR;
A50993;TATTOO, ARM, LEFT UPPER - \"DALTON LOVE SEX,MONEY;
A50993;SCAR, CHEST - SCAR;
A51054;TATTOO, ARM, RIGHT UPPER - \"SLICKY DICK\";
A51054;TATTOO, ARM, LEFT UPPER - BUNNY/W/\"ABOUT MONEY\";
A51082;NONE RECORDED;
A51149;GLASSES (PRESCRIPTION) -;
A51149;SCAR, CHIN - SCAR CHIN;
A51149;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A51174;NONE RECORDED;
A51196;SCAR, BACK - STAB END 1\"LG;
A51196;TATTOO, ARM, LEFT - GRIMLIN;
A51196;SCAR, ARM, LEFT - STAB WND;
A51233;SCAR, FOREHEAD - SCAR FOREHEAD;
A51233;TATTOO, ARM, LEFT - ANGEL,BULLET,JAGGER,DEAD MAN;
A51233;TATTOO, HAND, LEFT - SPIDER;
A51233;TATTOO, CHEST - HERE'S MINE/WHERE'S YOURS;
A51233;TATTOO, ARM, RIGHT - FACE, HEART;
A51236;SCAR, SIDE, LEFT - KIDNEY REMOVED;
A51236;SCAR, ANKLE, RIGHT - SURG W/SCREWS;
A51240;TATTOO, CHEST - \"DORIS\";
A51240;SCAR, FOREHEAD - SCAR FOREHEAD;
A51322;TATTOO, ARM, RIGHT UPPER - \"ST. L. STONE\";
A51322;TATTOO, FOREARM, LEFT - \"CLEVER ONE\";
A51322;TATTOO, CHEST - \"GOD I TRUST\";
A51344;SCAR, ABDOMEN - SURGICAL SCAR ON ABDOMEN;
A51344;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A51344;SCAR, CHEST - SURGICAL SCAR ON CHEST;
A51344;NEEDLE MARKS, ARM, LEFT - NEEDLE MARKS ARM, LEFT;
A51368;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A51368;SCAR, NOSE - SCAR NOSE;
A51368;SCAR, NOSE - SCAR NOSE;
A51372;NONE RECORDED;
A51378;SCAR, ANKLE, LEFT - SCAR ANKLE, LEFT;
A56009;TATTOO, ARM, LEFT - TATTOO ARM, LEFT;
A56059;TATTOO, NECK - \"ILWII\" SPIDER, \"IAMLAE\";
A56059;TATTOO, FOREARM, LEFT - HEART/\"KAT\"/EAGLE (UL ARM- SKULL;
A56059;TATTOO, CHEST - SPIDER/GEISHA GIRL/TIGER/DRAGON;
A56059;MISSING EYE, LEFT - MISSING EYE, LEFT;
A56059;TATTOO, ARM, RIGHT UPPER - 8PT STAR (RF ARM- NAKED LADY);
A56081;SCAR, ARM, RIGHT - APPROX. 2\" LONG;
A56081;SCAR, WRIST, RIGHT - APPROX. 3\"LONG;
A56081;SCAR, FINGER(S), RIGHT HAND - APPROX. 1\"LONG;
A56106;NONE RECORDED;
A56131;TATTOO, ARM, RIGHT UPPER - EAGLE;
A56131;TATTOO, ARM, LEFT UPPER - SCORPION;
A56131;TATTOO, FOREARM, LEFT - SKULL;
A56136;TATTOO, LEG, LEFT - TRIBAL;
A56136;TATTOO, LEG, RIGHT - LADY W/ MARIJUANA LEAF;
A56136;TATTOO, ARM, RIGHT UPPER - TRIBAL WARIOR;
A56136;TATTOO, NECK - TRIBAL \"LORD\"W/POT LEAF;
A56136;TATTOO, FOREARM, LEFT - SPIDER.;
A57708;NONE RECORDED;
A57711;TATTOO, FOREARM, LEFT - \"e\";
A57711;SCAR, BACK -;
A57980;NONE RECORDED;
A60034;GLASSES (PRESCRIPTION) - GLASSES (PRESCRIPTION);
A60034;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A60034;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A60077;TATTOO, ARM, RIGHT - \"MT\" PITCH FORK \"DS\";
A60077;TATTOO, ARM, LEFT - GRIM REAPER;
A60077;TATTOO, CHEST - \"PAM\" $;
A60077;SCAR, ABDOMEN - SCAR STOMACH;
A60096;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A60096;TATTOO, ARM, LEFT - TATTOO ARM, LEFT;
A60121;SCAR, NOSE - SCAR NOSE;
A60121;SCAR, WRIST, LEFT - SCAR WRIST, LEFT;
A60138;SCAR, HAND, RIGHT - SCAR HAND, RIGHT;
A60138;SCAR, HAND, LEFT - SCAR HAND, LEFT;
A60138;SCAR, FACE, NONSPECIFIC - SCAR,FACIAL;
A60145;SCAR, CHEEK (FACE), RIGHT -;
A60145;SCAR, CHEST -;
A60152;TATTOO, ARM, LEFT UPPER - BULL'S HEAD;
A60152;GLASSES (PRESCRIPTION) -;
A60152;TATTOO, FOREARM, LEFT - \"SMOKEY\";
A60158;TATTOO, ARM, LEFT - MARY;
A60158;TATTOO, CHEST - MC;
A60158;TATTOO, ARM, RIGHT - MICKEY COBRA;
A60166;NONE RECORDED;
A60185;SCAR, FOREHEAD - SCAR FOREHEAD;
A60185;SCAR, FOREARM, LEFT -;
A60185;TATTOO, ARM, LEFT - SKULL;
A60185;TATTOO, ARM, RIGHT - DEVIL;
A60203;TATTOO, FOREARM, RIGHT - \"MICHELLE\" (OUTER);
A60203;TATTOO, ARM, RIGHT UPPER - ROSE, \"CHRISSY\";
A60203;TATTOO, FOREARM, LEFT - HEART, \"M.E.\" (OUTER);
A60203;TATTOO, FOREARM, LEFT - ROSE, \"CAMILLE\" (INNER);
A60203;TATTOO, ARM, LEFT UPPER - CASTLE, \"PARADISE\";
A60218;TATTOO, FOREARM, LEFT - PEACOCK, HAR. DAVID./#1;
A60218;TATTOO, BACK - 2 DRAGONS,GARGOIL;
A60218;TATTOO, ARM, LEFT UPPER - BIKER,SKULL/COBRA,GRIMREAPER;
A60218;TATTOO, LEG, LEFT - SKULL/BIKER;
A60218;TATTOO, ARM, RIGHT UPPER - PRIDE,EAGLE,RATTLESNAKE,2PISTOLS;
A60224;TATTOO, ARM, LEFT UPPER - 2 PEGASUS;
A60224;TATTOO, ARM, RIGHT UPPER - EAGLE/MOON;
A60247;SCAR, LEG, RIGHT - G.S.W.;
A60247;SCAR, FOOT, LEFT - SCAR FOOT;
A60264;SCAR, CHEST - SCAR CHEST;
A60264;SCAR, ABDOMEN - SCAR STOMACH;
A60269;TATTOO, CHEST - 6 POINT STAR/HEART/\"P S\";
A60269;SCAR, ARM, LEFT -;
A60269;SCAR, ARM, RIGHT -;
A60269;TATTOO, ARM, LEFT - BOSS BOY;
A60334;TATTOO, FINGER(S), LEFT HAND - LOVE;
A60334;TATTOO, ARM, RIGHT UPPER - $ SIGN;
A60334;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A60334;TATTOO, HAND, LEFT - GOT A DOT;
A60338;SCAR, ABDOMEN - SURGICAL,SCARS,ABDOMEN;
A60338;TATTOO, ARM, RIGHT - BPS,PYRAMID,ALMIGHTY;
A60349;SCAR, ABDOMEN - SCAR ON ABDOMEN;
A60349;PIERCED EARS - X1EA;
A60349;TATTOO, ARM, LEFT UPPER - \"AL\";
A60369;TATTOO, ARM, LEFT UPPER - PLAYER GREGORY;
A60369;TATTOO, ARM, RIGHT UPPER - 6 PT STAR;
A60369;TATTOO, CHEST - FU MAN CHU;
A60369;TATTOO, FOREARM, LEFT - ROSE, BP;
A60369;SCAR, ABDOMEN - SURG;
A60441;TATTOO, FOREARM, RIGHT - \"D.WALKER\";
A60441;TATTOO, ARM, LEFT UPPER - \"J.D.S.\";
A60451;TATTOO, CHEST - \"LIBRA\" (LS);
A60451;TATTOO, ARM, LEFT UPPER - \"RUSTY\";
A60451;DISCOLORATION, CHEST - MARK CHEST;
A60451;SCAR, WRIST, RIGHT - SCAR WRIST, RIGHT;
A60451;SCAR, SHOULDER, LEFT - SCAR;
A60478;TATTOO, ARM, LEFT - HEART,PIE, CARMEN;
A60478;SCAR, FOREHEAD -;
A60478;SCAR, THIGH, RIGHT -;
A60478;TATTOO, HAND, RIGHT - E;
A60491;SCAR, CHIN - SCAR CHIN;
A60491;TATTOO, FOREARM, RIGHT - GUITAR;
A60491;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A60491;SCAR, ABDOMEN - SURGICAL,SCARS,ABDOMEN;
A60491;TATTOO, ARM, RIGHT UPPER - UNICORN/W CRECENT MOON;
A60514;TATTOO, ARM, RIGHT UPPER - \"LKIDD\"/CROSS;
A60514;TATTOO, CHEST - RABBIT/\"SYLVIA $ ANTHONY\";
A60514;TATTOO, ARM, LEFT UPPER - \"MR 4 TRAY\";
A60700;SCAR, ABDOMEN - 2 SCARS 6\"& 10\";
A60700;SCAR, WRIST, LEFT - 4\";
A60700;SCAR, ARM, RIGHT - SCAR ARM, RIGHT 8\";
A60767;SCAR, HAND, RIGHT - SCAR HAND, RIGHT;
A60767;SCAR, SHOULDER, LEFT - SCAR SHOULDER, LEFT;
A60767;SCAR, BACK - SCAR BACK;
A60767;MISSING FINGER(S), LEFT HAND - MISSING RIGHT RING FINGER;
A60810;TATTOO, ARM, RIGHT - \"BPSN\";
A60810;TATTOO, CHEST - \"KIM\",  (RS);
A60810;TATTOO, ARM, RIGHT UPPER - PYRMIND & HALF MOON;
A60835;NONE RECORDED;
A60862;TATTOO, ARM, LEFT - TATTOO ARM, LEFT;
A60879;SCAR, FOREHEAD - SCAR FOREHEAD;
A60879;TATTOO, ARM, LEFT - TATTOO ARM, LEFT;
A60879;SCAR, NECK - SCAR NECK;
A60881;SCAR, CHEEK (FACE), LEFT - SCAR;
A60881;TATTOO, FOREARM, LEFT - \"JOHNNY\" (OUTER);
A60881;TATTOO, ARM, RIGHT UPPER - HANDS;
A60881;TATTOO, FOREARM, LEFT - HEARTS W/RIBBON (OUTER);
A60881;TATTOO, ARM, LEFT UPPER - \"MILDRED\";
A60925;SCAR, LEG, LEFT - SURGERY 6-8\" -LEFT HIP;
A60925;TATTOO, FOREARM, LEFT - CROSS;
A60925;TATTOO, CHEST - \"MAINE\", FIST HOLDING DOLLARS;
A60952;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A60952;SCAR, KNEE, RIGHT - SCAR KNEE, RIGHT;
A60972;TATTOO, ARM, RIGHT UPPER - \"DNF\";
A60972;TATTOO, ARM, LEFT UPPER - 6PT STAR/2FORKS;
A60972;SCAR, HAND, RIGHT - SCAR HAND, RIGHT;
A61010;SCAR, EYEBROW, LEFT (EYE AREA) - SCAR EYEBROW, LEFT;
A61010;SCAR, FOOT, RIGHT -;
A61038;SCAR, NOSE - SCAR NOSE;
A61038;SCAR, WRIST, RIGHT - SCAR WRIST, RIGHT;
A61070;DISCOLORATION, FOREHEAD - MARK FOREHEAD;
A61070;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A61104;NONE RECORDED;
A61136;TATTOO, ARM, RIGHT - ROSE;
A61136;TATTOO, BACK - BUTTERFLY, LADY'S FACE;
A61136;SCAR, FACE, NONSPECIFIC - SCAR,FACIAL;
A61136;SCAR, WRIST, RIGHT - SCAR WRIST, RIGHT;
A61136;TATTOO, ARM, LEFT - CROSS, LORI;
A61175;TATTOO, HAND, LEFT - TATTOO HAND, LEFT;
A61175;SCAR, CHEEK (FACE), LEFT - SCAR CHEEK, LEFT;
A61175;NEEDLE MARKS, ARM, LEFT - NEEDLE MARKS ARM, LEFT;
A61175;NEEDLE MARKS, ARM, RIGHT - NEEDLE MARKS ARM, RIGHT;
A61175;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A61187;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A61187;SCAR, LEG, LEFT - SCAR LEG, LEFT;
A61187;SCAR, LEG, RIGHT - SCAR LEG, RIGHT;
A61191;SCAR, HAND, LEFT - SCAR;
A61248;NONE RECORDED;
A61254;SCAR, CHEST - SCAR CHEST (CENTER);
A61254;GLASSES (PRESCRIPTION) - GLASSES (PRESCRIPTION);
A61254;SCAR, FOREARM, LEFT - SCAR;
A61254;SCAR, BACK - SCAR BACK (CENTER);
A61270;TATTOO, ARM, LEFT - \"LEO\", \"BOSS\";
A61270;SCAR, CHEEK (FACE), RIGHT - SCAR CHEEK, RIGHT;
A61441;NONE RECORDED;
A61492;TATTOO, ARM, RIGHT UPPER - FAYE;
A61492;TATTOO, ARM, LEFT UPPER - DEMON;
A61492;TATTOO, CHEST - \"R\";
A61541;SCAR, SIDE, LEFT - SCAR SIDE, LEFT;
A61543;TATTOO, ARM, LEFT UPPER - \"WL,LOUIE\";
A61589;TATTOO, WRIST, RIGHT - SUN\; STAR;
A61589;SCAR, NECK - 4 CM (BACK OF NECK);
A61589;TATTOO, CHEST - TIGER\; DEVIL\; 100% HUNKY;
A61589;TATTOO, ARM, LEFT UPPER - DRAGON (L HND: SMALL CROSS);
A61589;SCAR, ABDOMEN - 8CM SURGICAL SCAR;
A61629;TATTOO, ARM, RIGHT - M&M;
A61629;TATTOO, CHEST - CAPRICORN, MAY MAY;
A61629;TATTOO, BACK - FORNIE,KENA,ROSE,RIBBON;
A61629;TATTOO, SHOULDER, RIGHT - SPIDER WEB;
A61629;TATTOO, FOREARM, LEFT - HEART;
A61667;TATTOO, ARM, LEFT - SCORPIO W/ZODIAC SIGN;
A61667;TATTOO, ARM, RIGHT - \"PAT\" W/HEART AND ARROW;
A61683;SCAR, FOREHEAD -;
A61683;SCAR, EYEBROW, LEFT (EYE AREA) -;
A61683;TATTOO, ARM, RIGHT UPPER - \"CVLN\",TOP HAT,CANE,GLOVE;
A61683;TATTOO, FOREARM, LEFT - DONNY,CROWN;
A61697;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A61697;SCAR, SHOULDER, RIGHT - SCAR SHOULDER, RIGHT;
A61697;TATTOO, CHEST - CVL;
A61719;NONE RECORDED;
A61721;TATTOO, ARM, LEFT - BLARING SUN RAYS;
A61721;TATTOO, ARM, RIGHT - DIAMOND,HEART,CLOVER, P SIGNS;
A61721;TATTOO, ARM, RIGHT - STEVE;
A61721;TATTOO, ARM, RIGHT - PYRAMID, BPS ON BICEP;
A61721;TATTOO, CHEST - SWEET STEVE, FLOWERS, HEARTS;
A61897;GLASSES (PRESCRIPTION) -;
A61982;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A62093;PIERCED EARS - LX1;
A62093;SCAR, ARM, LEFT -;
A62143;TATTOO, ARM, RIGHT UPPER - DELORES;
A62143;TATTOO, ARM, LEFT - HEART, BARBARA, \"A\";
A62143;TATTOO, CHEST - 3 MUSIC NOTES ON LEFT SIDE;
A62145;SCAR, FOREHEAD - CHILDHOOD ACCIDENTS;
A62145;TATTOO, CHEST - $;
A62152;TATTOO, FOREARM, LEFT - KNIFE/\"LUCILLE\";
A62183;TATTOO, CHEST - WOLF;
A62183;TATTOO, ARM, RIGHT UPPER - \"RICKY\";
A62183;TATTOO, LEG, RIGHT - CRESCENT MOON,5-PT STARS (13);
A62222;TATTOO, CHEST - \"$\";
A62222;TATTOO, ARM, LEFT UPPER - HEART/FLOWER/RIBBON;
A62260;GLASSES (PRESCRIPTION) -;
A62260;TATTOO, FOREARM, RIGHT - HEART/CROSS/\"S.S.\"/\"D.S.\";
A62260;TATTOO, ARM, LEFT UPPER - LEAF/CROSS/\"LOVE MOM\";
A62278;TATTOO, ARM, LEFT UPPER - \"LOVE\" \; L LEG: \"VERA\";
A62278;TATTOO, CHEST - 2 HEARTS/\"NUCK\";
A62278;TATTOO, ARM, RIGHT UPPER - MOM W/HEART;
A62278;TATTOO, FOREARM, RIGHT - \"NUCK\" \; R LEG: \"RENEE\";
A62372;SCAR, LEG, RIGHT - GUN SHOT WOUND;
A62372;TATTOO, NECK - \"CHANELL\";
A62475;TATTOO, CHEST - RIGHT SIDE, \"LOVE MOM\";
A62508;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A62508;SCAR, FOREHEAD - SCAR FOREHEAD;
A62511;SCAR, NOSE - SCAR NOSE;
A62511;SCAR, FOREHEAD - SCAR FOREHEAD;
A62585;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A62585;TATTOO, CHEST - TATTOO CHEST;
A62613;TATTOO, ARM, LEFT - SUGAR BEAR, ARIES;
A62613;TATTOO, HAND, RIGHT - STAR;
A62613;TATTOO, CHEST - 2 RABBITS;
A62613;TATTOO, ARM, RIGHT - LOVE MOM;
A62670;TATTOO, ARM, LEFT - TATTOO ARM, LEFT;
A62670;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A62670;SCAR, EYEBROW, RIGHT (EYE AREA - SCAR EYEBROW, RIGHT;
A62674;TATTOO, ARM, RIGHT UPPER - ARROW \"68\" VIRGO;
A62676;TATTOO, FOREARM, RIGHT - 6PT STAR/\"G/M\";
A62676;TATTOO, ARM, RIGHT UPPER - \"G/M\";
A62676;TATTOO, ARM, LEFT UPPER - 2 HEARTS/\"W.G.R.\";
A62696;NONE RECORDED;
A62709;SCAR, EYEBROW, LEFT (EYE AREA) - SCAR EYEBROW, LEFT;
A62835;TATTOO, ARM, RIGHT - 2 INCH LINE;
A62835;SCAR, ABDOMEN - SCAR 3\".;
A62838;TATTOO, ARM, RIGHT UPPER - PRIDE WEB 100% HONKY SKULLS, SLE;
A62838;TATTOO, ARM, LEFT UPPER - BIKER WEB IRON CROSS WINGS MOON,;
A62838;TATTOO, FOREARM, RIGHT - H.D. RIDE TO LIVE NUMEROUS STARS;
A62838;TATTOO, CHEST - MOTOR SKULL RFA:WIZARD NUDE LADY;
A62838;TATTOO, BACK - ENTIRE BACK COVERED W/OLD TATS;
A62907;TATTOO, ARM, RIGHT - eagle, snake, castle, panther, p;
A62907;TATTOO, HAND, LEFT - PALM \"$\";
A62907;TATTOO, CHEST - CROSS/ROSE/RIBBON/\"JEANNIE;
A62907;TATTOO, LEG, LEFT - DRAMA MASKS/SUN/SKELETON;
A62907;TATTOO, BACK - IL MAP/BARS/SHOVEL/PICK/SUN;
A63018;TATTOO, CHEST - ROSE \"CLOTEL\";
A63018;TATTOO, LEG, LEFT - \"CLAUDIA\";
A63018;TATTOO, ARM, LEFT - HEART, BUNNY, SISCO;
A63018;TATTOO, ABDOMEN - \"LADY\";
A63055;TATTOO, ARM, RIGHT - SKULL HAMMER SYINGE WRENCH, \"Whi;
A63055;TATTOO, ARM, LEFT - HEART RIBBON SHELBY BUSARD;
A63055;TATTOO, HAND, LEFT - PEACE LOVE CROSS;
A63055;TATTOO, BACK - DRAGON POT LEAF MOUSE;
A63057;TATTOO, ARM, RIGHT UPPER - CARLA;
A63057;TATTOO, ARM, LEFT UPPER - ROSE SHAY;
A63057;SCAR, LEG, LEFT - SCAR LEG, LEFT;
A63057;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A63074;SCAR, SHOULDER, LEFT -;
A63074;DISCOLORATION, CHEST -;
A63074;TATTOO, ARM, LEFT - ACVLN LOVE;
A63074;TATTOO, ARM, RIGHT - HEART W/\"JE\" AND ARROW;
A63079;TATTOO, ARM, RIGHT - CROSSED PITCHFORKS,SPADE,VIRGO/p;
A63079;TATTOO, CHEST - PLAYBOY BUNNY WITH TOP HAT, SEXY;
A63079;TATTOO, ARM, LEFT - 2 HEARTS ON WRIST;
A63079;TATTOO, ARM, LEFT - SPADE, BETTY,LOVE MOM,BOSS PIMPS;
A63110;SCAR, ARM, RIGHT - SC L HAND,L KNEE,R EYE;
A63110;PIERCED EARS - LX1;
A63110;TATTOO, ARM, LEFT - HEART JEAN COFFEE DAGGER;
A63227;SCAR, NOSE - SCAR NOSE;
A63302;TATTOO, ARM, LEFT UPPER - A.P. RIBBON;
A63302;TATTOO, FOREARM, RIGHT - ALICE 1/2 HEART;
A63323;SCAR, FOREHEAD - SCAR FOREHEAD;
A63323;TATTOO, CHEST - TATTOO CHEST;
A63335;TATTOO, CHEST - HEART, MACKING GANGSTER;
A63335;TATTOO, ARM, RIGHT - CROWN/STAR;
A63335;TATTOO, ARM, LEFT - HEART/LOVE;
A63412;SCAR, CHEST - SCAR CHEST;
A63412;SCAR, EYEBROW, RIGHT (EYE AREA - SCAR EYEBROW, RIGHT;
A63412;TATTOO, ARM, LEFT - J.W.;
A63412;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A63416;TATTOO, ARM, LEFT - RABBIT, PRETTY BOY;
A63416;SCAR, FACE, NONSPECIFIC - SCAR,FACIAL;
A63465;SCAR, NOSE - SCAR NOSE;
A63465;TATTOO, ARM, LEFT - LOVE MOM;
A63465;TATTOO, ABDOMEN - BEWARE;
A63465;TATTOO, CHEST - LISA;
A63522;SCAR, CHEEK (FACE), RIGHT -;
A63522;TATTOO, CHEST - W.S./6 PT STAR;
A63522;SCAR, SHOULDER, RIGHT -;
A63557;PIERCED EARS - LX1;
A63557;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A63557;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A63589;SCAR, ABDOMEN - SURGICAL,SCARS,ABDOMEN;
A63589;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A63633;TATTOO, ARM, LEFT UPPER - \"REE REE\"/HEART/\"EVELYN\";
A63633;TATTOO, LEG, RIGHT - WOMEN;
A63633;TATTOO, ARM, RIGHT UPPER - HEART;
A63633;TATTOO, FOREARM, RIGHT - POT LEAF;
A63633;TATTOO, CHEST - DAGGER;
A63684;TATTOO, ARM, LEFT UPPER - HEART,\"PAT\",\"POLO\";
A63684;TATTOO, CHEEK (FACE), RIGHT - HEART;
A63684;TATTOO, CHEST - \"DISHON\",\"GINA\",\"CLAUDETTE\",....;
A63684;TATTOO, FOREARM, RIGHT - HEART,\"M\",\"D\";
A63684;TATTOO, HAND, LEFT - \"PATRICIA\"(SC ABDOM-GSW);
A63742;MEDICAL CONDITION - ACNE - ACNE FACE;
A63871;TATTOO, ARM, LEFT - SWORD W/WOLF'S HEAD, LOVE;
A63871;TATTOO, ARM, RIGHT - KELLY,SHORTY;
A63882;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A63900;SCAR, FOREARM, LEFT -;
A63900;TATTOO, ARM, LEFT UPPER - \"LAVOSHA\";
A63900;SCAR, EYEBROW, LEFT (EYE AREA) - LEFT EYEBROW;
A63927;SCAR, ABDOMEN - SURGICAL,SCARS,ABDOMEN;
A63927;SCAR, ARM, RIGHT - SCAR ARM, RIGHT;
A64002;SCAR, SIDE, RIGHT -;
A64004;NONE RECORDED;
A64023;SCAR, KNEE, RIGHT -;
A64023;TATTOO, ARM, RIGHT UPPER - DIAMOND;
A64023;TATTOO, FOREARM, RIGHT - PRAYING HANDS;
A64030;SCAR, ARM, LEFT - SCAR ARM, LEFT;
A64030;TATTOO, CHEST - TATTOO CHEST;
A64030;TATTOO, ARM, RIGHT - TATTOO ARM, RIGHT;
A64030;TATTOO, ARM, LEFT - TATTOO ARM, LEFT;
A64086;TATTOO, ARM, LEFT UPPER - \"vh\";
A64086;TATTOO, ARM, RIGHT UPPER - \"black soul\";
A64086;SCAR, FINGER(S), RIGHT HAND - SCAR FINGER(S), RIGHTHAND;
A64188;SCAR, WRIST, RIGHT - BURN SCAR;
A64188;NEEDLE MARKS, HAND, RIGHT -;
